"X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Hencky","eyy [1] - Hencky","exy [1] - Hencky","e1 [1] - Hencky","e2 [1] - Hencky","gamma [1] - Hencky","cxx [1/mm] - 31 filter","cyy [1/mm] - 31 filter","cxy [1/mm] - 31 filter","c1 [1/mm] - 31 filter","c2 [1/mm] - 31 filter","gamma_c [1] - 31 filter","phi [rad] - 15 filter","sigma [pixel]","q_ref [pixel]","r_ref [pixel]"
-4.5,41.5,6.55955,-0.232791,0.710826,6.55331,0.0609163,0.0256237,-0.00462711,0.0615135,0.0250266,-0.128218,-0.0128556,-0.00418132,-0.000842518,-0.00410015,-0.0129368,-1.47487,0.018009,0.00418053,233.46,-10.8264
-4,41.5,6.61665,-0.20651,0.717111,6.60778,0.0608079,0.0257361,-0.00417176,0.0612994,0.0252446,-0.116817,-0.0128581,-0.00417673,-0.000761272,-0.00411029,-0.0129246,-1.48398,0.0161382,0.00414652,233.377,-11.1037
-3.5,41.5,6.66707,-0.17974,0.722571,6.65594,0.0607074,0.0258394,-0.00372996,0.061104,0.0254429,-0.10543,-0.0128736,-0.00417465,-0.000676015,-0.00412222,-0.012926,-1.49369,0.0142635,0.00431357,233.299,-11.3825
-3,41.5,6.71172,-0.152148,0.727312,6.69881,0.0606281,0.0259303,-0.00329717,0.0609407,0.0256177,-0.0939563,-0.0128978,-0.00417506,-0.000588654,-0.00413531,-0.0129376,-1.50371,0.0123926,0.00442348,233.229,-11.6619
-2.5,41.5,6.74961,-0.123993,0.731292,6.73524,0.0605773,0.0260079,-0.00286083,0.0608146,0.0257706,-0.0820703,-0.0129264,-0.004178,-0.000500164,-0.0041493,-0.0129551,-1.51386,0.0105239,0.00439819,233.164,-11.9429
-2,41.5,6.78023,-0.0954289,0.73465,6.76474,0.0605528,0.0260683,-0.00242056,0.0607225,0.0258985,-0.0696979,-0.0129544,-0.00418222,-0.000411485,-0.00416274,-0.0129738,-1.52403,0.0086417,0.00422872,233.105,-12.2241
-1.5,41.5,6.80492,-0.0664385,0.73732,6.78744,0.0605522,0.026107,-0.00198716,0.0606673,0.025992,-0.0574034,-0.0129777,-0.0041877,-0.000327081,-0.00417535,-0.0129901,-1.53366,0.00677403,0.00392973,233.045,-12.5049
-1,41.5,6.8233,-0.0375052,0.739244,6.80376,0.0605782,0.0261275,-0.00155233,0.0606489,0.0260568,-0.0449119,-0.0129932,-0.00419307,-0.000247476,-0.00418596,-0.0130003,-1.54271,0.00490283,0.00377762,232.988,-12.7812
-0.5,41.5,6.83521,-0.00845375,0.740245,6.81489,0.0606268,0.0261302,-0.00111233,0.0606636,0.0260934,-0.0321797,-0.012998,-0.00419734,-0.000173987,-0.00419377,-0.0130016,-1.55104,0.00303451,0.00380278,232.942,-13.0497
-1.30385e-08,41.5,6.83951,0.0207545,0.740706,6.81942,0.0606826,0.0261166,-0.000665845,0.0606964,0.0261028,-0.0192375,-0.0129915,-0.00419978,-0.000106386,-0.0041984,-0.0129929,-1.5587,0.00117253,0.0037301,232.906,-13.3216
0.5,41.5,6.83646,0.0501099,0.740577,6.8171,0.0607427,0.0260872,-0.000218333,0.060745,0.0260849,-0.00628849,-0.0129754,-0.00420045,-4.29022e-05,-0.00420017,-0.0129757,-1.56591,-0.000689596,0.00368792,232.876,-13.6006
1,41.5,6.82645,0.0796636,0.739854,6.80879,0.0608222,0.0260404,0.000228171,0.0608245,0.0260381,0.00656607,-0.0129541,-0.0042,1.91779e-05,-0.00419989,-0.0129542,0.892728,-0.00255151,0.00378458,232.856,-13.88
1.5,41.5,6.8095,0.109284,0.738536,6.79432,0.0609206,0.0259764,0.000671518,0.0609342,0.0259628,0.0192109,-0.0129334,-0.00419935,8.27303e-05,-0.0041985,-0.0129342,1.56132,-0.00440717,0.00391693,232.845,-14.1591
2,41.5,6.78654,0.138841,0.736565,6.77333,0.0610144,0.0258961,0.00110987,0.06105,0.0258605,0.0315651,-0.0129187,-0.00419948,0.000149872,-0.00419685,-0.0129214,1.55361,-0.00625628,0.00403751,232.834,-14.4349
2.5,41.5,6.75851,0.167568,0.733513,6.74494,0.0610912,0.0257999,0.00155327,0.0611598,0.0257312,0.0439043,-0.0129134,-0.0042012,0.000221649,-0.00419552,-0.0129191,1.54538,-0.00810325,0.00409944,232.813,-14.7088
3,41.5,6.72457,0.195912,0.72984,6.71002,0.0611524,0.0256867,0.00200668,0.0612658,0.0255733,0.056348,-0.012918,-0.00420472,0.000297624,-0.00419454,-0.0129281,1.53669,-0.00994947,0.00390268,232.793,-14.978
3.5,41.5,6.68231,0.223761,0.725807,6.66826,0.0612013,0.0255577,0.0024636,0.0613708,0.0253881,0.0686907,-0.0129302,-0.00420992,0.000376454,-0.00419369,-0.0129465,1.52773,-0.0117995,0.0035941,232.785,-15.249
4,41.5,6.63251,0.251208,0.720807,6.62102,0.0612442,0.0254147,0.00292224,0.0614812,0.0251776,0.0808511,-0.0129469,-0.00421666,0.000456199,-0.00419285,-0.0129707,1.51873,-0.0136566,0.0036121,232.792,-15.5286
4.5,41.5,6.57629,0.278307,0.715021,6.56803,0.0612832,0.0252547,0.00338537,0.061599,0.0249389,0.0928794,-0.0129646,-0.00422459,0.000535109,-0.0041919,-0.0129973,1.50988,-0.0155237,0.00381647,232.808,-15.8086
5,41.5,6.51283,0.30481,0.708692,6.50647,0.0613114,0.02508,0.00385424,0.0617175,0.0246739,0.10481,-0.0129809,-0.00423337,0.000612213,-0.00419066,-0.0130236,1.50126,-0.0173965,0.0040534,232.819,-16.0917
5.5,41.5,6.44304,0.330404,0.701581,6.43886,0.061326,0.024895,0.004334,0.0618353,0.0243857,0.116783,-0.0129935,-0.00424274,0.000687257,-0.00418901,-0.0130473,1.4929,-0.0192777,0.00431202,232.837,-16.375
6,41.5,6.3667,0.354579,0.693763,6.36545,0.0613397,0.0246996,0.00482399,0.0619651,0.0240743,0.128722,-0.013001,-0.00425241,0.000760821,-0.00418664,-0.0130668,1.4847,-0.0211726,0.00430263,232.862,-16.6566
6.5,41.5,6.28389,0.377599,0.68551,6.2855,0.0613632,0.0244937,0.00532264,0.0621171,0.0237397,0.140523,-0.0130024,-0.00426207,0.000833922,-0.00418311,-0.0130814,1.47652,-0.0230825,0.00414188,232.891,-16.9371
7,41.5,6.19336,0.399715,0.676406,6.19771,0.0613961,0.0242799,0.00583085,0.0622915,0.0233844,0.152192,-0.0129983,-0.00427162,0.000907689,-0.00417809,-0.0130918,1.46825,-0.0250024,0.00414109,232.922,-17.2168
7.5,41.5,6.09567,0.42096,0.666527,6.10319,0.0614292,0.0240582,0.00634692,0.0624787,0.0230087,0.163699,-0.0129908,-0.00428091,0.000982875,-0.00417125,-0.0131004,1.45981,-0.0269229,0.00456111,232.961,-17.4987
8,41.5,5.99102,0.440917,0.655793,6.00248,0.0614576,0.0238275,0.00686798,0.0626728,0.0226123,0.174977,-0.0129832,-0.00428996,0.00105959,-0.00416255,-0.0131107,1.45125,-0.0288481,0.005041,233.008,-17.7818
8.5,41.5,5.87954,0.459611,0.644232,5.89497,0.0614929,0.0235846,0.00739363,0.0628859,0.0221916,0.18595,-0.0129793,-0.004299,0.00113728,-0.00415228,-0.013126,1.44266,-0.0307896,0.00519091,233.059,-18.0633
9,41.5,5.76253,0.476795,0.632285,5.78028,0.0615461,0.023329,0.00792303,0.0631255,0.0217496,0.196515,-0.0129811,-0.00430819,0.00121489,-0.00414105,-0.0131482,1.43422,-0.0327371,0.005044,233.104,-18.347
9.5,41.5,5.63827,0.49228,0.619675,5.6582,0.0615998,0.023062,0.00845475,0.0633749,0.0212869,0.20673,-0.0129893,-0.00431819,0.00129177,-0.00412968,-0.0131778,1.42601,-0.0346965,0.00486635,233.153,-18.6331
10,41.5,5.5045,0.506404,0.605756,5.52926,0.0616376,0.0227855,0.00898687,0.0636173,0.0208058,0.216644,-0.0130029,-0.00432997,0.00136817,-0.00411912,-0.0132137,1.41799,-0.0366626,0.00491931,233.221,-18.9166
10.5,41.5,5.36261,0.518822,0.591299,5.39267,0.0616489,0.0224951,0.0095275,0.0638457,0.0202983,0.226465,-0.0130199,-0.00434443,0.00144546,-0.00410981,-0.0132545,1.40997,-0.038633,0.00489868,233.296,-19.2019
11,41.5,5.21498,0.52947,0.575969,5.24936,0.0616286,0.0221906,0.0100723,0.0640533,0.0197659,0.236133,-0.0130385,-0.00436279,0.00152551,-0.00410226,-0.013299,1.40172,-0.0406176,0.0047256,233.369,-19.4922
11.5,41.5,5.05968,0.537706,0.560099,5.09829,0.0615736,0.0218792,0.0106146,0.0642347,0.019218,0.245579,-0.0130577,-0.00438592,0.00160955,-0.00409674,-0.0133468,1.39307,-0.0426295,0.00473979,233.447,-19.7921
12,41.5,4.89459,0.543725,0.543542,4.93939,0.0615035,0.0215593,0.0111593,0.0644108,0.018652,0.254783,-0.0130771,-0.00441481,0.00169733,-0.00409398,-0.0133979,1.38405,-0.0446711,0.0050139,233.54,-20.0901
12.5,41.5,4.72272,0.547912,0.525485,4.77407,0.061424,0.0212235,0.0117114,0.0645882,0.0180593,0.263794,-0.0130969,-0.00444935,0.00178664,-0.0040946,-0.0134516,1.37488,-0.0467313,0.00527767,233.64,-20.3838
13,41.5,4.54381,0.549447,0.506733,4.60018,0.0613133,0.020874,0.0122704,0.0647465,0.0174408,0.272732,-0.0131163,-0.00448871,0.00187456,-0.00409885,-0.0135062,1.36584,-0.048805,0.00543006,233.736,-20.6808
13.5,41.5,4.35645,0.54814,0.48724,4.41743,0.0611769,0.0205175,0.0128253,0.0648856,0.0168089,0.281416,-0.013134,-0.00453182,0.00195858,-0.00410672,-0.0135591,1.35715,-0.0509,0.00533454,233.834,-20.9785
14,41.5,4.16084,0.543987,0.466686,4.22708,0.0610373,0.0201507,0.0133741,0.0650244,0.0161635,0.289684,-0.0131481,-0.00457737,0.00203711,-0.0041177,-0.0136078,1.34893,-0.0530259,0.00548369,233.94,-21.2806
14.5,41.5,3.95724,0.536904,0.445053,4.03013,0.0608923,0.0197789,0.0139294,0.0651712,0.0155,0.297753,-0.0131561,-0.00462482,0.00210977,-0.00413107,-0.0136499,1.34115,-0.0551909,0.00568469,234.059,-21.5842
15,41.5,3.74515,0.526717,0.422424,3.82504,0.0607429,0.0193847,0.0144763,0.0653104,0.0148173,0.305371,-0.0131585,-0.00467168,0.00217421,-0.00414665,-0.0136836,1.33406,-0.0573495,0.00585192,234.185,-21.8854
15.5,41.5,3.52379,0.513238,0.399044,3.61096,0.0605955,0.0189687,0.0150196,0.0654527,0.0141116,0.312556,-0.0131555,-0.00471756,0.00222873,-0.00416468,-0.0137083,1.3278,-0.0595282,0.00601826,234.317,-22.1926
16,41.5,3.29438,0.496615,0.374745,3.38782,0.0604746,0.0185273,0.0155336,0.0656038,0.0133981,0.318768,-0.0131495,-0.00476185,0.00226973,-0.00418674,-0.0137247,1.32277,-0.0617221,0.00650953,234.449,-22.505
16.5,41.5,3.05523,0.476176,0.349141,3.15659,0.060398,0.0180254,0.0160162,0.0657739,0.0126495,0.3237,-0.013145,-0.00480352,0.00229142,-0.00421521,-0.0137333,1.31961,-0.0639113,0.00692335,234.596,-22.815
17,41.5,2.80395,0.451423,0.321832,2.91424,0.0603777,0.0174533,0.0164917,0.0659852,0.0118457,0.327658,-0.0131457,-0.00484162,0.00229302,-0.00425016,-0.0137372,1.31852,-0.066082,0.00721441,234.754,-23.126
17.5,41.5,2.54439,0.422491,0.293247,2.6635,0.0603936,0.0168413,0.01697,0.0662296,0.0110052,0.330973,-0.0131526,-0.00487624,0.00227504,-0.00429183,-0.013737,1.31946,-0.068255,0.00695865,234.917,-23.4446
18,41.5,2.27892,0.391064,0.26387,2.40652,0.0604779,0.0161548,0.0174444,0.0665233,0.0101093,0.333518,-0.0131713,-0.00489956,0.00224265,-0.00433016,-0.0137407,1.32237,-0.070367,0.00702775,235.083,-23.7662
18.5,41.5,2.00193,0.354927,0.233248,2.13874,0.0605894,0.015415,0.0179036,0.0668279,0.00917649,0.335194,-0.0131983,-0.00491504,0.00219953,-0.00436679,-0.0137466,1.32669,-0.0724753,0.00749087,235.26,-24.0893
19,41.5,1.71363,0.31386,0.200888,1.85855,0.0607687,0.0145939,0.0183521,0.0671774,0.00818524,0.335866,-0.0132344,-0.00491834,0.00215281,-0.00439382,-0.013759,1.33191,-0.0745404,0.00813499,235.436,-24.4182
19.5,41.5,1.4154,0.267904,0.166644,1.5668,0.0610392,0.0136675,0.0188096,0.0676019,0.00710469,0.335612,-0.0132786,-0.00490613,0.00210948,-0.0044045,-0.0137802,1.3374,-0.0765173,0.00827221,235.609,-24.7484
20,41.5,1.10347,0.216286,0.132069,1.26189,0.061404,0.0126498,0.0192891,0.0681144,0.00593941,0.334723,-0.0133272,-0.00487831,0.00207387,-0.0043966,-0.0138089,1.34261,-0.0783844,0.00836193,235.791,-25.0781
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
-10,42,5.34716,-0.453094,0.59097,5.38129,0.060856,0.0234547,-0.0106837,0.0636942,0.0206165,-0.259498,-0.0130863,-0.00457885,-0.00150058,-0.00432162,-0.0133436,-1.40123,0.0402827,0.00487882,234.646,-7.67233
-9.5,42,5.48162,-0.43962,0.605658,5.51167,0.0608886,0.0237893,-0.0101396,0.0634797,0.0211982,-0.250095,-0.0130797,-0.00453081,-0.00142822,-0.00429838,-0.0133121,-1.40956,0.0382379,0.0047167,234.509,-7.9628
-9,42,5.60935,-0.424639,0.619669,5.63449,0.0609042,0.0241006,-0.0095971,0.0632572,0.0217476,-0.24033,-0.0130771,-0.00448348,-0.00136087,-0.00427302,-0.0132875,-1.41743,0.0362154,0.00462014,234.372,-8.25629
-8.5,42,5.73103,-0.408401,0.632758,5.75104,0.0608968,0.0243844,-0.00905002,0.0630177,0.0222635,-0.230081,-0.0130743,-0.00443967,-0.00130135,-0.00424772,-0.0132663,-1.42441,0.0342097,0.00447904,234.237,-8.54788
-8,42,5.84462,-0.390473,0.645036,5.86096,0.0608602,0.0246391,-0.00849248,0.0627535,0.0227458,-0.219221,-0.0130677,-0.00440187,-0.00125067,-0.00422489,-0.0132447,-1.43029,0.0322181,0.0043701,234.115,-8.83175
-7.5,42,5.95063,-0.370794,0.656293,5.9644,0.0607994,0.02487,-0.00793504,0.0624748,0.0231947,-0.207961,-0.0130547,-0.00437164,-0.00120703,-0.0042069,-0.0132194,-1.43521,0.0302358,0.00421803,234.003,-9.10844
-7,42,6.04915,-0.349676,0.666973,6.06101,0.0607276,0.02508,-0.00738716,0.0621985,0.0236091,-0.196463,-0.0130344,-0.0043492,-0.00116597,-0.00419535,-0.0131883,-1.43964,0.0282599,0.00409647,233.9,-9.38602
-6.5,42,6.14234,-0.327756,0.676964,6.15152,0.0606444,0.0252703,-0.00685014,0.0619251,0.0239896,-0.184776,-0.013008,-0.00433375,-0.00112202,-0.00419094,-0.0131508,-1.44422,0.0262948,0.00424108,233.796,-9.67024
-6,42,6.22833,-0.305095,0.686274,6.23354,0.0605404,0.0254446,-0.00632738,0.061647,0.024338,-0.173049,-0.0129788,-0.00432371,-0.00107013,-0.00419333,-0.0131092,-1.44959,0.0243384,0.00465062,233.689,-9.96229
-5.5,42,6.30556,-0.280966,0.695026,6.30773,0.0604222,0.0256025,-0.00581411,0.0613682,0.0246565,-0.161163,-0.0129521,-0.00431682,-0.00100845,-0.00420056,-0.0130683,-1.45607,0.0223849,0.00488947,233.592,-10.254
-5,42,6.37517,-0.255673,0.702974,6.37522,0.0603025,0.0257447,-0.0053079,0.0611002,0.024947,-0.149022,-0.0129328,-0.0043118,-0.000937106,-0.00421103,-0.0130336,-1.46377,0.0204377,0.00472294,233.504,-10.5358
-4.5,42,6.43876,-0.230103,0.710113,6.43677,0.06018,0.0258714,-0.0048121,0.0608429,0.0252084,-0.136739,-0.0129248,-0.00430798,-0.000857444,-0.00422337,-0.0130094,-1.47258,0.0185,0.00444679,233.42,-10.8097
-4,42,6.49688,-0.204357,0.716597,6.49192,0.060055,0.0259877,-0.00433329,0.0605983,0.0254444,-0.124543,-0.0129299,-0.00430518,-0.000771438,-0.00423658,-0.0129985,-1.4823,0.0165681,0.00422664,233.335,-11.0868
-3.5,42,6.54876,-0.178094,0.722128,6.54065,0.0599412,0.0260945,-0.00387141,0.060379,0.0256567,-0.112423,-0.0129467,-0.00430366,-0.000681195,-0.00425013,-0.0130003,-1.49263,0.0146379,0.00428665,233.252,-11.3725
-3,42,6.59411,-0.151188,0.727079,6.58366,0.0598556,0.0261889,-0.00341921,0.0602,0.0258446,-0.100162,-0.0129718,-0.00430346,-0.000588772,-0.00426345,-0.0130118,-1.5033,0.0127107,0.00438086,233.178,-11.6577
-2.5,42,6.63163,-0.123479,0.731274,6.61985,0.0598029,0.0262714,-0.00296716,0.060064,0.0260104,-0.0875311,-0.0130001,-0.00430438,-0.000496482,-0.00427592,-0.0130286,-1.51396,0.0107892,0.00445547,233.114,-11.9387
-2,42,6.66229,-0.0951896,0.734637,6.64973,0.0597781,0.0263367,-0.00251817,0.0599672,0.0261476,-0.0746806,-0.0130268,-0.00430587,-0.00040685,-0.00428673,-0.013046,-1.52429,0.00887203,0.00438136,233.057,-12.2194
-1.5,42,6.68646,-0.0665329,0.737323,6.67298,0.0597801,0.0263816,-0.00207406,0.0599091,0.0262525,-0.0617326,-0.0130478,-0.00430733,-0.000322211,-0.0042953,-0.0130598,-1.53401,0.00695746,0.00414339,233.003,-12.499
-1,42,6.70391,-0.0378124,0.739439,6.68926,0.059811,0.0264075,-0.00162892,0.0598911,0.0263274,-0.0485683,-0.0130599,-0.0043078,-0.00024428,-0.00430086,-0.0130668,-1.54292,0.00504123,0.00389524,232.951,-12.7777
-0.5,42,6.71551,-0.00906327,0.740478,6.70066,0.0598636,0.0264163,-0.00117862,0.0599061,0.0263739,-0.0351441,-0.0130614,-0.00430697,-0.000173503,-0.00430343,-0.0130649,-1.55099,0.00312931,0.00385548,232.909,-13.0528
1.11759e-08,42,6.71997,0.0197895,0.740617,6.70536,0.0599213,0.0264089,-0.00072145,0.0599378,0.0263924,-0.0214848,-0.0130523,-0.00430485,-0.000108461,-0.00430343,-0.0130537,-1.5584,0.00122363,0.00376912,232.873,-13.329
0.5,42,6.71672,0.0488327,0.740444,6.70267,0.0599834,0.0263844,-0.000263545,0.0599864,0.0263813,-0.00782051,-0.013035,-0.00430194,-4.627e-05,-0.00430162,-0.0130354,-1.5655,-0.000682582,0.00373026,232.842,-13.6082
1,42,6.70635,0.0781686,0.739824,6.69394,0.0600635,0.0263404,0.000193357,0.0600655,0.0263385,0.00574933,-0.0130142,-0.0042992,1.64524e-05,-0.00429911,-0.0130143,0.913189,-0.00258868,0.00382801,232.822,-13.8881
1.5,42,6.68948,0.107617,0.738523,6.67927,0.0601594,0.0262792,0.000647915,0.0601725,0.0262661,0.0191261,-0.0129953,-0.00429769,8.26519e-05,-0.00429685,-0.0129961,1.56129,-0.00448928,0.00393579,232.809,-14.1684
2,42,6.66725,0.136817,0.736445,6.65834,0.0602491,0.026202,0.00109892,0.0602851,0.026166,0.0322421,-0.0129831,-0.00429824,0.000153996,-0.00429545,-0.0129859,1.55307,-0.0063842,0.00396305,232.794,-14.4454
2.5,42,6.63919,0.16504,0.733225,6.63003,0.0603229,0.0261092,0.00155639,0.060394,0.0260381,0.0453764,-0.0129803,-0.00430132,0.000230728,-0.00429514,-0.0129865,1.54424,-0.00827871,0.00395219,232.774,-14.7182
3,42,6.60466,0.192807,0.729289,6.59543,0.0603851,0.0259995,0.00202489,0.0605041,0.0258805,0.0586304,-0.0129869,-0.00430678,0.000311608,-0.00429559,-0.0129981,1.53496,-0.0101741,0.00381633,232.759,-14.9913
3.5,42,6.56268,0.220357,0.724998,6.55436,0.0604373,0.0258735,0.00249801,0.060617,0.0256938,0.0717877,-0.0130002,-0.00431424,0.000394718,-0.00429632,-0.0130182,1.52548,-0.0120724,0.00362173,232.753,-15.2702
4,42,6.51301,0.247632,0.72,6.50713,0.0604834,0.0257343,0.00297275,0.0607362,0.0254815,0.0847352,-0.0130169,-0.00432333,0.000477881,-0.00429709,-0.0130431,1.51605,-0.0139785,0.00369316,232.76,-15.5515
4.5,42,6.45626,0.274408,0.71418,6.4529,0.0605265,0.0255783,0.00345286,0.0608649,0.0252399,0.0975437,-0.0130338,-0.00433363,0.000559433,-0.00429774,-0.0130697,1.50685,-0.0158965,0.00381391,232.772,-15.8327
5,42,6.39323,0.300386,0.707623,6.3908,0.0605596,0.0254076,0.00394138,0.0609968,0.0249704,0.110295,-0.0130488,-0.00434475,0.000638443,-0.00429809,-0.0130955,1.49797,-0.0178207,0.00386296,232.778,-16.1171
5.5,42,6.32344,0.325359,0.700372,6.32235,0.0605794,0.0252263,0.0044428,0.06113,0.0246757,0.123109,-0.0130602,-0.00435621,0.000714648,-0.00429784,-0.0131186,1.48942,-0.0197522,0.00382147,232.79,-16.4042
6,42,6.24652,0.349187,0.692496,6.24828,0.0605988,0.0250336,0.00495466,0.0612771,0.0243554,0.135852,-0.0130667,-0.00436764,0.000788654,-0.00429663,-0.0131378,1.48111,-0.021696,0.00389256,232.815,-16.69
6.5,42,6.16263,0.371996,0.684165,6.16802,0.0606291,0.0248278,0.00547541,0.0614487,0.0240081,0.148401,-0.0130678,-0.00437866,0.000861665,-0.00429393,-0.0131525,1.4729,-0.0236546,0.00407646,232.848,-16.9733
7,42,6.0712,0.393866,0.674867,6.08012,0.060668,0.024611,0.00600601,0.061643,0.023636,0.160767,-0.0130639,-0.00438917,0.000935083,-0.00428941,-0.0131636,1.46463,-0.0256231,0.00421158,232.885,-17.2567
7.5,42,5.97358,0.414517,0.664638,5.98597,0.0607017,0.0243839,0.00654435,0.0618458,0.0232398,0.17293,-0.013057,-0.0043991,0.00101001,-0.00428273,-0.0131734,1.45619,-0.0275925,0.00449756,232.925,-17.5417
8,42,5.86763,0.433868,0.653538,5.88428,0.0607253,0.0241462,0.00708687,0.062051,0.0228205,0.184815,-0.0130502,-0.00440861,0.00108678,-0.00427393,-0.0131849,1.4476,-0.029566,0.00482596,232.973,-17.8249
8.5,42,5.75489,0.451964,0.641727,5.77579,0.0607512,0.023893,0.00763415,0.0622725,0.0223717,0.196357,-0.013047,-0.00441829,0.0011655,-0.0042634,-0.0132018,1.43888,-0.0315607,0.00506769,233.026,-18.107
9,42,5.63722,0.4689,0.629333,5.66147,0.0607939,0.0236275,0.00818234,0.0625181,0.0219034,0.207375,-0.0130491,-0.00442842,0.00124507,-0.00425198,-0.0132256,1.4302,-0.0335555,0.00496456,233.077,-18.3912
9.5,42,5.51284,0.484036,0.616462,5.54006,0.0608385,0.0233501,0.00873248,0.0627751,0.0214134,0.217984,-0.0130578,-0.00443988,0.00132553,-0.0042404,-0.0132573,1.42158,-0.0355625,0.00461822,233.131,-18.6783
10,42,5.37801,0.497466,0.602393,5.41016,0.060868,0.0230645,0.00928246,0.0630264,0.0209061,0.228247,-0.0130724,-0.00445372,0.00140756,-0.00422948,-0.0132966,1.41295,-0.0375775,0.00460038,233.2,-18.9671
10.5,42,5.23413,0.509484,0.58759,5.27125,0.0608706,0.0227683,0.00984077,0.063264,0.0203749,0.238406,-0.0130912,-0.00447085,0.00149266,-0.00421953,-0.0133426,1.40411,-0.0395973,0.00469692,233.273,-19.2585
11,42,5.08468,0.519611,0.571979,5.12568,0.0608417,0.0224613,0.0104066,0.0634833,0.0198196,0.248468,-0.0131124,-0.00449223,0.00158254,-0.00421073,-0.0133939,1.39485,-0.0416328,0.00482906,233.344,-19.5507
11.5,42,4.92941,0.527144,0.555802,4.97343,0.0607792,0.0221499,0.0109735,0.0636801,0.019249,0.25836,-0.013134,-0.00451853,0.0016779,-0.00420317,-0.0134494,1.38508,-0.0436984,0.00478222,233.415,-19.8484
12,42,4.7645,0.532223,0.538401,4.81378,0.0607009,0.0218343,0.011543,0.0638719,0.0186633,0.268008,-0.013155,-0.00455039,0.00177729,-0.00419758,-0.0135078,1.37493,-0.0457998,0.00498557,233.503,-20.1476
12.5,42,4.59164,0.535743,0.520055,4.64777,0.0606083,0.0215067,0.0121198,0.0640616,0.0180535,0.277481,-0.0131746,-0.00458725,0.00187706,-0.0041947,-0.0135672,1.36474,-0.0479198,0.00530673,233.604,-20.4441
13,42,4.41097,0.536514,0.501067,4.47199,0.0604805,0.0211695,0.0127087,0.0642324,0.0174176,0.286996,-0.0131923,-0.00462862,0.00197375,-0.00419545,-0.0136254,1.35484,-0.0500553,0.00531874,233.699,-20.7402
13.5,42,4.22252,0.534399,0.481278,4.28747,0.0603252,0.0208284,0.0132969,0.0643855,0.0167682,0.296315,-0.0132073,-0.00467359,0.00206437,-0.00420032,-0.0136805,1.34549,-0.0522154,0.00513309,233.794,-21.0396
14,42,4.02635,0.529499,0.46033,4.09646,0.0601657,0.0204789,0.0138799,0.0645389,0.0161057,0.305217,-0.0132184,-0.00472093,0.00214731,-0.00420908,-0.0137302,1.33682,-0.05441,0.00530884,233.899,-21.3478
14.5,42,3.82152,0.521377,0.438329,3.89846,0.0600027,0.0201217,0.0144655,0.0646982,0.0154262,0.313825,-0.013224,-0.00476943,0.00222242,-0.00422071,-0.0137728,1.32879,-0.0566356,0.00546141,234.02,-21.6564
15,42,3.60733,0.510168,0.415247,3.69168,0.059822,0.0197528,0.015053,0.064849,0.0147259,0.322204,-0.0132237,-0.00481806,0.00228889,-0.00423499,-0.0138068,1.32146,-0.0588779,0.0056019,234.148,-21.9625
15.5,42,3.38558,0.495969,0.391055,3.47745,0.0596344,0.0193684,0.0156354,0.0649954,0.0140074,0.330176,-0.0132176,-0.0048659,0.00234516,-0.00425216,-0.0138313,1.31495,-0.0611434,0.00578602,234.282,-22.2723
16,42,3.15382,0.477861,0.365788,3.2521,0.0594674,0.0189653,0.0161806,0.0651411,0.0132917,0.33708,-0.0132077,-0.00491245,0.00238812,-0.00427374,-0.0138464,1.3096,-0.0634268,0.00606198,234.415,-22.5838
16.5,42,2.9115,0.455667,0.339688,3.01821,0.0593373,0.0185063,0.0166865,0.065293,0.0125505,0.34261,-0.0131978,-0.0049569,0.00241225,-0.00430236,-0.0138523,1.30599,-0.0657013,0.00643521,234.566,-22.8964
17,42,2.658,0.429346,0.311923,2.77429,0.0592591,0.0179818,0.0171803,0.0654783,0.0117627,0.347084,-0.0131926,-0.00499893,0.00241647,-0.00433902,-0.0138525,1.30434,-0.0679551,0.00708362,234.728,-23.2108
17.5,42,2.39811,0.399996,0.282978,2.52366,0.0592451,0.0173945,0.0176669,0.0657087,0.0109309,0.350644,-0.0131969,-0.00503568,0.00239991,-0.00438182,-0.0138508,1.305,-0.0701705,0.00703691,234.894,-23.5301
